4.622722976678844908e+00,2.406531339952057991e+01,3.344597316233770812e+01
4.425415972506661078e+00,2.205792822127373753e+01,3.324243866588950169e+01
4.374990393849499171e+00,2.095216293909928496e+01,3.250132576736746870e+01
4.622722976678844908e+00,2.406531339952057991e+01,3.344597316233770812e+01
4.425415972506661078e+00,2.205792822127373753e+01,3.324243866588950169e+01
4.425415972506661078e+00,2.205792822127373753e+01,3.324243866588950169e+01
4.425415972506661078e+00,2.205792822127373753e+01,3.324243866588950169e+01
4.374990393849499171e+00,2.095216293909928496e+01,3.250132576736746870e+01
4.622722976678844908e+00,2.406531339952057991e+01,3.344597316233770812e+01
4.622722976678844908e+00,2.406531339952057991e+01,3.344597316233770812e+01
4.425415972506661078e+00,2.205792822127373753e+01,3.324243866588950169e+01
4.425415972506661078e+00,2.205792822127373753e+01,3.324243866588950169e+01
4.374990393849499171e+00,2.095216293909928496e+01,3.250132576736746870e+01
4.374990393849499171e+00,2.095216293909928496e+01,3.250132576736746870e+01
4.374990393849499171e+00,2.095216293909928496e+01,3.250132576736746870e+01
4.425415972506661078e+00,2.205792822127373753e+01,3.324243866588950169e+01
4.622722976678844908e+00,2.406531339952057991e+01,3.344597316233770812e+01
4.622722976678844908e+00,2.406531339952057991e+01,3.344597316233770812e+01
4.374990393849499171e+00,2.095216293909928496e+01,3.250132576736746870e+01
4.374990393849499171e+00,2.095216293909928496e+01,3.250132576736746870e+01
4.425415972506661078e+00,2.205792822127373753e+01,3.324243866588950169e+01
4.425415972506661078e+00,2.205792822127373753e+01,3.324243866588950169e+01
4.374990393849499171e+00,2.095216293909928496e+01,3.250132576736746870e+01
4.374990393849499171e+00,2.095216293909928496e+01,3.250132576736746870e+01
4.374990393849499171e+00,2.095216293909928496e+01,3.250132576736746870e+01
4.622722976678844908e+00,2.406531339952057991e+01,3.344597316233770812e+01
4.374990393849499171e+00,2.095216293909928496e+01,3.250132576736746870e+01
4.425415972506661078e+00,2.205792822127373753e+01,3.324243866588950169e+01
4.374990393849499171e+00,2.095216293909928496e+01,3.250132576736746870e+01
4.425415972506661078e+00,2.205792822127373753e+01,3.324243866588950169e+01
4.374990393849499171e+00,2.095216293909928496e+01,3.250132576736746870e+01
4.374990393849499171e+00,2.095216293909928496e+01,3.250132576736746870e+01
4.425415972506661078e+00,2.205792822127373753e+01,3.324243866588950169e+01
4.374990393849499171e+00,2.095216293909928496e+01,3.250132576736746870e+01
4.374990393849499171e+00,2.095216293909928496e+01,3.250132576736746870e+01
4.425415972506661078e+00,2.205792822127373753e+01,3.324243866588950169e+01
4.425415972506661078e+00,2.205792822127373753e+01,3.324243866588950169e+01
4.425415972506661078e+00,2.205792822127373753e+01,3.324243866588950169e+01
4.425415972506661078e+00,2.205792822127373753e+01,3.324243866588950169e+01
4.374990393849499171e+00,2.095216293909928496e+01,3.250132576736746870e+01
4.425415972506661078e+00,2.205792822127373753e+01,3.324243866588950169e+01
4.622722976678844908e+00,2.406531339952057991e+01,3.344597316233770812e+01
4.622722976678844908e+00,2.406531339952057991e+01,3.344597316233770812e+01
4.374990393849499171e+00,2.095216293909928496e+01,3.250132576736746870e+01
4.374990393849499171e+00,2.095216293909928496e+01,3.250132576736746870e+01
4.622722976678844908e+00,2.406531339952057991e+01,3.344597316233770812e+01
4.374990393849499171e+00,2.095216293909928496e+01,3.250132576736746870e+01
4.622722976678844908e+00,2.406531339952057991e+01,3.344597316233770812e+01
4.425415972506661078e+00,2.205792822127373753e+01,3.324243866588950169e+01
4.374990393849499171e+00,2.095216293909928496e+01,3.250132576736746870e+01
4.425415972506661078e+00,2.205792822127373753e+01,3.324243866588950169e+01
4.622722976678844908e+00,2.406531339952057991e+01,3.344597316233770812e+01
4.425415972506661078e+00,2.205792822127373753e+01,3.324243866588950169e+01
4.425415972506661078e+00,2.205792822127373753e+01,3.324243866588950169e+01
4.425415972506661078e+00,2.205792822127373753e+01,3.324243866588950169e+01
4.374990393849499171e+00,2.095216293909928496e+01,3.250132576736746870e+01
4.622722976678844908e+00,2.406531339952057991e+01,3.344597316233770812e+01
4.425415972506661078e+00,2.205792822127373753e+01,3.324243866588950169e+01
