6.710972377515339758e+03,4.662872277115925499e+03,7.012720724706276165e-01
6.709355161737318667e+03,6.032865589101722435e+03,6.825456372489105972e-01
6.675632856384479055e+03,1.032883649380517227e+03,1.316975404376657277e+00
6.714743997918549212e+03,7.345545362530566308e+03,5.811635387305575939e-01
6.714743997918549212e+03,7.345545362530566308e+03,5.811635387305575939e-01
6.710972377515339758e+03,4.662872277115925499e+03,7.012720724706276165e-01
6.692363797528346367e+03,1.420341312684490049e+03,1.081821990606389949e+00
6.684104260836140384e+03,1.799125669726863634e+03,1.157599848723572800e+00
6.703753964707693740e+03,4.845458234501709740e+03,7.879229562062086689e-01
6.680658662273307527e+03,1.439267816070681874e+03,1.222423124325931809e+00
6.693730332623190407e+03,1.541747873671093430e+03,1.053876020584162854e+00
6.677856805713297035e+03,1.193075742390462892e+03,1.275135451857912994e+00
6.673901258156458425e+03,9.346461782489241159e+02,1.349552579900918259e+00
6.693730332623190407e+03,1.541747873671093430e+03,1.053876020584162854e+00
6.698203627862027133e+03,3.817851009629830060e+03,8.923434243691504841e-01
6.719118188513002679e+03,7.010930493975617537e+03,5.346882863635394889e-01
6.707057309615373015e+03,3.739970016816617772e+03,7.813361488197858584e-01
6.703753964707693740e+03,4.845458234501709740e+03,7.879229562062086689e-01
6.698203627862027133e+03,3.817851009629830060e+03,8.923434243691504841e-01
6.719695426593427328e+03,8.740258707350316399e+03,4.880105437533540091e-01
6.719695426593427328e+03,8.740258707350316399e+03,4.880105437533540091e-01
6.714743997918549212e+03,7.345545362530566308e+03,5.811635387305575939e-01
6.703753964707693740e+03,4.845458234501709740e+03,7.879229562062086689e-01
6.688217687343953912e+03,2.301029004367105244e+03,1.080212487624035544e+00
6.677856805713297035e+03,1.193075742390462892e+03,1.275135451857912994e+00
6.691311277198471544e+03,1.348473323412192713e+03,1.103346283467502076e+00
6.700324199271262842e+03,2.435018847313750939e+03,9.190298681708051198e-01
6.675632856384479055e+03,1.032883649380517227e+03,1.316975404376657277e+00
6.698203627862027133e+03,3.817851009629830060e+03,8.923434243691504841e-01
6.677856805713297035e+03,1.193075742390462892e+03,1.275135451857912994e+00
6.698203627862027133e+03,3.817851009629830060e+03,8.923434243691504841e-01
6.719695426593427328e+03,8.740258707350316399e+03,4.880105437533540091e-01
6.707057309615373015e+03,3.739970016816617772e+03,7.813361488197858584e-01
6.692958036499510854e+03,2.969236279544208628e+03,9.910306069845892241e-01
6.675632856384479055e+03,1.032883649380517227e+03,1.316975404376657277e+00
6.677856805713297035e+03,1.193075742390462892e+03,1.275135451857912994e+00
6.673901258156458425e+03,9.346461782489241159e+02,1.349552579900918259e+00
6.719695426593427328e+03,8.740258707350316399e+03,4.880105437533540091e-01
6.680658662273307527e+03,1.439267816070681874e+03,1.222423124325931809e+00
6.695476021811858118e+03,1.733769909507757347e+03,1.018176258522653699e+00
6.710972377515339758e+03,4.662872277115925499e+03,7.012720724706276165e-01
6.698203627862027133e+03,3.817851009629830060e+03,8.923434243691504841e-01
6.698203627862027133e+03,3.817851009629830060e+03,8.923434243691504841e-01
6.703472168657182920e+03,3.000465071549608183e+03,8.546531401806410910e-01
6.714743997918549212e+03,7.345545362530566308e+03,5.811635387305575939e-01
6.693730332623190407e+03,1.541747873671093430e+03,1.053876020584162854e+00
6.697660433649378319e+03,2.022034252273522270e+03,9.735045132028382620e-01
6.703472168657182920e+03,3.000465071549608183e+03,8.546531401806410910e-01
6.698203627862027133e+03,3.817851009629830060e+03,8.923434243691504841e-01
6.675632856384479055e+03,1.032883649380517227e+03,1.316975404376657277e+00
6.698203627862027133e+03,3.817851009629830060e+03,8.923434243691504841e-01
6.719118188513002679e+03,7.010930493975617537e+03,5.346882863635394889e-01
6.675632856384479055e+03,1.032883649380517227e+03,1.316975404376657277e+00
6.688217687343953912e+03,2.301029004367105244e+03,1.080212487624035544e+00
6.703753964707693740e+03,4.845458234501709740e+03,7.879229562062086689e-01
6.693730332623190407e+03,1.541747873671093430e+03,1.053876020584162854e+00
6.709355161737318667e+03,6.032865589101722435e+03,6.825456372489105972e-01
6.691311277198471544e+03,1.348473323412192713e+03,1.103346283467502076e+00
6.677856805713297035e+03,1.193075742390462892e+03,1.275135451857912994e+00
6.719118188513002679e+03,7.010930493975617537e+03,5.346882863635394889e-01
6.684104260836140384e+03,1.799125669726863634e+03,1.157599848723572800e+00
6.691311277198471544e+03,1.348473323412192713e+03,1.103346283467502076e+00
6.703753964707693740e+03,4.845458234501709740e+03,7.879229562062086689e-01
6.691311277198471544e+03,1.348473323412192713e+03,1.103346283467502076e+00
6.715056405972271023e+03,5.761612803740983509e+03,6.177527122596055964e-01
6.698203627862027133e+03,3.817851009629830060e+03,8.923434243691504841e-01
6.680658662273307527e+03,1.439267816070681874e+03,1.222423124325931809e+00
6.673901258156458425e+03,9.346461782489241159e+02,1.349552579900918259e+00
6.692363797528346367e+03,1.420341312684490049e+03,1.081821990606389949e+00
6.680658662273307527e+03,1.439267816070681874e+03,1.222423124325931809e+00
6.707057309615373015e+03,3.739970016816617772e+03,7.813361488197858584e-01
6.710972377515339758e+03,4.662872277115925499e+03,7.012720724706276165e-01
6.695476021811858118e+03,1.733769909507757347e+03,1.018176258522653699e+00
6.693730332623190407e+03,1.541747873671093430e+03,1.053876020584162854e+00
6.695476021811858118e+03,1.733769909507757347e+03,1.018176258522653699e+00
6.715056405972271023e+03,5.761612803740983509e+03,6.177527122596055964e-01
6.692958036499510854e+03,2.969236279544208628e+03,9.910306069845892241e-01
6.692363797528346367e+03,1.420341312684490049e+03,1.081821990606389949e+00
6.695476021811858118e+03,1.733769909507757347e+03,1.018176258522653699e+00
6.715056405972271023e+03,5.761612803740983509e+03,6.177527122596055964e-01
6.693730332623190407e+03,1.541747873671093430e+03,1.053876020584162854e+00
6.703753964707693740e+03,4.845458234501709740e+03,7.879229562062086689e-01
6.673901258156458425e+03,9.346461782489241159e+02,1.349552579900918259e+00
6.703472168657182920e+03,3.000465071549608183e+03,8.546531401806410910e-01
6.709355161737318667e+03,6.032865589101722435e+03,6.825456372489105972e-01
6.692958036499510854e+03,2.969236279544208628e+03,9.910306069845892241e-01
6.697660433649378319e+03,2.022034252273522270e+03,9.735045132028382620e-01
6.688217687343953912e+03,2.301029004367105244e+03,1.080212487624035544e+00
6.688217687343953912e+03,2.301029004367105244e+03,1.080212487624035544e+00
6.684104260836140384e+03,1.799125669726863634e+03,1.157599848723572800e+00
6.714743997918549212e+03,7.345545362530566308e+03,5.811635387305575939e-01
6.675632856384479055e+03,1.032883649380517227e+03,1.316975404376657277e+00
6.719695426593427328e+03,8.740258707350316399e+03,4.880105437533540091e-01
6.673901258156458425e+03,9.346461782489241159e+02,1.349552579900918259e+00
6.719695426593427328e+03,8.740258707350316399e+03,4.880105437533540091e-01
6.695476021811858118e+03,1.733769909507757347e+03,1.018176258522653699e+00
6.719118188513002679e+03,7.010930493975617537e+03,5.346882863635394889e-01
6.673901258156458425e+03,9.346461782489241159e+02,1.349552579900918259e+00
6.700324199271262842e+03,2.435018847313750939e+03,9.190298681708051198e-01
6.709355161737318667e+03,6.032865589101722435e+03,6.825456372489105972e-01
6.710972377515339758e+03,4.662872277115925499e+03,7.012720724706276165e-01
6.709355161737318667e+03,6.032865589101722435e+03,6.825456372489105972e-01
6.715056405972271023e+03,5.761612803740983509e+03,6.177527122596055964e-01
6.719695426593427328e+03,8.740258707350316399e+03,4.880105437533540091e-01
6.680658662273307527e+03,1.439267816070681874e+03,1.222423124325931809e+00
6.709355161737318667e+03,6.032865589101722435e+03,6.825456372489105972e-01
6.715056405972271023e+03,5.761612803740983509e+03,6.177527122596055964e-01
6.719695426593427328e+03,8.740258707350316399e+03,4.880105437533540091e-01
6.710972377515339758e+03,4.662872277115925499e+03,7.012720724706276165e-01
6.709355161737318667e+03,6.032865589101722435e+03,6.825456372489105972e-01
6.698203627862027133e+03,3.817851009629830060e+03,8.923434243691504841e-01
6.703753964707693740e+03,4.845458234501709740e+03,7.879229562062086689e-01
6.680658662273307527e+03,1.439267816070681874e+03,1.222423124325931809e+00
6.719118188513002679e+03,7.010930493975617537e+03,5.346882863635394889e-01
6.695476021811858118e+03,1.733769909507757347e+03,1.018176258522653699e+00
6.698203627862027133e+03,3.817851009629830060e+03,8.923434243691504841e-01
6.673901258156458425e+03,9.346461782489241159e+02,1.349552579900918259e+00
6.715056405972271023e+03,5.761612803740983509e+03,6.177527122596055964e-01
6.698203627862027133e+03,3.817851009629830060e+03,8.923434243691504841e-01
6.697660433649378319e+03,2.022034252273522270e+03,9.735045132028382620e-01
6.693730332623190407e+03,1.541747873671093430e+03,1.053876020584162854e+00
6.698203627862027133e+03,3.817851009629830060e+03,8.923434243691504841e-01
6.695476021811858118e+03,1.733769909507757347e+03,1.018176258522653699e+00
6.675632856384479055e+03,1.032883649380517227e+03,1.316975404376657277e+00
6.680658662273307527e+03,1.439267816070681874e+03,1.222423124325931809e+00
6.693730332623190407e+03,1.541747873671093430e+03,1.053876020584162854e+00
6.714743997918549212e+03,7.345545362530566308e+03,5.811635387305575939e-01
6.673901258156458425e+03,9.346461782489241159e+02,1.349552579900918259e+00
6.700324199271262842e+03,2.435018847313750939e+03,9.190298681708051198e-01
6.695476021811858118e+03,1.733769909507757347e+03,1.018176258522653699e+00
6.703753964707693740e+03,4.845458234501709740e+03,7.879229562062086689e-01
6.684104260836140384e+03,1.799125669726863634e+03,1.157599848723572800e+00
6.673901258156458425e+03,9.346461782489241159e+02,1.349552579900918259e+00
6.673901258156458425e+03,9.346461782489241159e+02,1.349552579900918259e+00
6.692958036499510854e+03,2.969236279544208628e+03,9.910306069845892241e-01
6.710972377515339758e+03,4.662872277115925499e+03,7.012720724706276165e-01
6.698203627862027133e+03,3.817851009629830060e+03,8.923434243691504841e-01
6.692958036499510854e+03,2.969236279544208628e+03,9.910306069845892241e-01
6.677856805713297035e+03,1.193075742390462892e+03,1.275135451857912994e+00
6.714743997918549212e+03,7.345545362530566308e+03,5.811635387305575939e-01
6.692363797528346367e+03,1.420341312684490049e+03,1.081821990606389949e+00
6.714743997918549212e+03,7.345545362530566308e+03,5.811635387305575939e-01
6.719695426593427328e+03,8.740258707350316399e+03,4.880105437533540091e-01
6.698203627862027133e+03,3.817851009629830060e+03,8.923434243691504841e-01
6.693730332623190407e+03,1.541747873671093430e+03,1.053876020584162854e+00
6.710972377515339758e+03,4.662872277115925499e+03,7.012720724706276165e-01
6.692958036499510854e+03,2.969236279544208628e+03,9.910306069845892241e-01
6.691311277198471544e+03,1.348473323412192713e+03,1.103346283467502076e+00
