1.721680000000000000e+05,1.489954000000000000e+06,2.660000000000000000e+04,5.967100000000000000e+04,8.140000000000000000e+03,4.950000000000000000e+02,6.889500000000000000e+04,1.676000000000000000e+03,1.900600000000000000e+04,3.029200000000000000e+04
1.721680000000000000e+05,1.489954000000000000e+06,2.660000000000000000e+04,5.967100000000000000e+04,8.140000000000000000e+03,4.950000000000000000e+02,6.889500000000000000e+04,1.676000000000000000e+03,1.900600000000000000e+04,3.029200000000000000e+04
1.720510000000000000e+05,1.489954000000000000e+06,2.643200000000000000e+04,5.940700000000000000e+04,8.369000000000000000e+03,4.900000000000000000e+02,6.897600000000000000e+04,1.706000000000000000e+03,1.901100000000000000e+04,3.050100000000000000e+04
1.721680000000000000e+05,1.489945000000000000e+06,2.655600000000000000e+04,5.973800000000000000e+04,8.291000000000000000e+03,3.840000000000000000e+02,6.895700000000000000e+04,1.609000000000000000e+03,1.909700000000000000e+04,3.015200000000000000e+04
1.721680000000000000e+05,1.489954000000000000e+06,2.655600000000000000e+04,5.973600000000000000e+04,8.140000000000000000e+03,3.850000000000000000e+02,6.889500000000000000e+04,1.676000000000000000e+03,1.909600000000000000e+04,3.029100000000000000e+04
1.721680000000000000e+05,1.489958000000000000e+06,2.656000000000000000e+04,5.973800000000000000e+04,8.206000000000000000e+03,4.880000000000000000e+02,6.899300000000000000e+04,1.599000000000000000e+03,1.903500000000000000e+04,3.015200000000000000e+04
1.721680000000000000e+05,1.489954000000000000e+06,2.660000000000000000e+04,5.967100000000000000e+04,8.140000000000000000e+03,4.950000000000000000e+02,6.889200000000000000e+04,1.676000000000000000e+03,1.900900000000000000e+04,3.029200000000000000e+04
1.721680000000000000e+05,1.489958000000000000e+06,2.656000000000000000e+04,5.973800000000000000e+04,8.206000000000000000e+03,4.880000000000000000e+02,6.899300000000000000e+04,1.599000000000000000e+03,1.903500000000000000e+04,3.015200000000000000e+04
1.720500000000000000e+05,1.489961000000000000e+06,2.643200000000000000e+04,5.953800000000000000e+04,8.369000000000000000e+03,4.280000000000000000e+02,6.889800000000000000e+04,1.709000000000000000e+03,1.901100000000000000e+04,3.050100000000000000e+04
1.721680000000000000e+05,1.489958000000000000e+06,2.656000000000000000e+04,5.973800000000000000e+04,8.206000000000000000e+03,4.880000000000000000e+02,6.899300000000000000e+04,1.599000000000000000e+03,1.903500000000000000e+04,3.015200000000000000e+04
1.721680000000000000e+05,1.489954000000000000e+06,2.660000000000000000e+04,5.967000000000000000e+04,8.140000000000000000e+03,4.940000000000000000e+02,6.889600000000000000e+04,1.676000000000000000e+03,1.900900000000000000e+04,3.029000000000000000e+04
1.720500000000000000e+05,1.489925000000000000e+06,2.643200000000000000e+04,5.953800000000000000e+04,8.356000000000000000e+03,3.800000000000000000e+02,6.895700000000000000e+04,1.709000000000000000e+03,1.903500000000000000e+04,3.051500000000000000e+04
1.721680000000000000e+05,1.489954000000000000e+06,2.660100000000000000e+04,5.967100000000000000e+04,8.139000000000000000e+03,4.950000000000000000e+02,6.889500000000000000e+04,1.676000000000000000e+03,1.900600000000000000e+04,3.029200000000000000e+04
1.721680000000000000e+05,1.489954000000000000e+06,2.660100000000000000e+04,5.967100000000000000e+04,8.139000000000000000e+03,4.950000000000000000e+02,6.889500000000000000e+04,1.676000000000000000e+03,1.900600000000000000e+04,3.029200000000000000e+04
1.721680000000000000e+05,1.489954000000000000e+06,2.660000000000000000e+04,5.967000000000000000e+04,8.140000000000000000e+03,4.940000000000000000e+02,6.889600000000000000e+04,1.676000000000000000e+03,1.900900000000000000e+04,3.029000000000000000e+04
1.721680000000000000e+05,1.489954000000000000e+06,2.660000000000000000e+04,5.967100000000000000e+04,8.140000000000000000e+03,4.950000000000000000e+02,6.889200000000000000e+04,1.676000000000000000e+03,1.900900000000000000e+04,3.029200000000000000e+04
1.720470000000000000e+05,1.489801000000000000e+06,2.657200000000000000e+04,5.990100000000000000e+04,8.208000000000000000e+03,4.640000000000000000e+02,6.889600000000000000e+04,1.619000000000000000e+03,1.907700000000000000e+04,3.031200000000000000e+04
1.720470000000000000e+05,1.489805000000000000e+06,2.657200000000000000e+04,5.989600000000000000e+04,8.208000000000000000e+03,4.640000000000000000e+02,6.889600000000000000e+04,1.619000000000000000e+03,1.907600000000000000e+04,3.031400000000000000e+04
1.721680000000000000e+05,1.489954000000000000e+06,2.655600000000000000e+04,5.973600000000000000e+04,8.140000000000000000e+03,3.850000000000000000e+02,6.889500000000000000e+04,1.676000000000000000e+03,1.909600000000000000e+04,3.029100000000000000e+04
1.720500000000000000e+05,1.489961000000000000e+06,2.643200000000000000e+04,5.953800000000000000e+04,8.369000000000000000e+03,4.280000000000000000e+02,6.889800000000000000e+04,1.709000000000000000e+03,1.901100000000000000e+04,3.050100000000000000e+04
1.721680000000000000e+05,1.489954000000000000e+06,2.660000000000000000e+04,5.967100000000000000e+04,8.140000000000000000e+03,4.950000000000000000e+02,6.889500000000000000e+04,1.676000000000000000e+03,1.900600000000000000e+04,3.029200000000000000e+04
1.721680000000000000e+05,1.489954000000000000e+06,2.655600000000000000e+04,5.973600000000000000e+04,8.140000000000000000e+03,3.850000000000000000e+02,6.889500000000000000e+04,1.676000000000000000e+03,1.909600000000000000e+04,3.029100000000000000e+04
1.721680000000000000e+05,1.489954000000000000e+06,2.660000000000000000e+04,5.967000000000000000e+04,8.140000000000000000e+03,4.940000000000000000e+02,6.889600000000000000e+04,1.676000000000000000e+03,1.900900000000000000e+04,3.029000000000000000e+04
1.721680000000000000e+05,1.489945000000000000e+06,2.655600000000000000e+04,5.973800000000000000e+04,8.291000000000000000e+03,3.800000000000000000e+02,6.895700000000000000e+04,1.599000000000000000e+03,1.911100000000000000e+04,3.015200000000000000e+04
1.721680000000000000e+05,1.489945000000000000e+06,2.655600000000000000e+04,5.973800000000000000e+04,8.291000000000000000e+03,3.840000000000000000e+02,6.895700000000000000e+04,1.609000000000000000e+03,1.909700000000000000e+04,3.015200000000000000e+04
1.721680000000000000e+05,1.489954000000000000e+06,2.660000000000000000e+04,5.967100000000000000e+04,8.140000000000000000e+03,4.950000000000000000e+02,6.889500000000000000e+04,1.676000000000000000e+03,1.900600000000000000e+04,3.029200000000000000e+04
1.721680000000000000e+05,1.489958000000000000e+06,2.656000000000000000e+04,5.973800000000000000e+04,8.206000000000000000e+03,4.880000000000000000e+02,6.899300000000000000e+04,1.599000000000000000e+03,1.903500000000000000e+04,3.015200000000000000e+04
1.721680000000000000e+05,1.489954000000000000e+06,2.655600000000000000e+04,5.973600000000000000e+04,8.140000000000000000e+03,3.850000000000000000e+02,6.889500000000000000e+04,1.676000000000000000e+03,1.909600000000000000e+04,3.029100000000000000e+04
1.720500000000000000e+05,1.489961000000000000e+06,2.643200000000000000e+04,5.953800000000000000e+04,8.369000000000000000e+03,4.280000000000000000e+02,6.889800000000000000e+04,1.709000000000000000e+03,1.901100000000000000e+04,3.050100000000000000e+04
1.721680000000000000e+05,1.489954000000000000e+06,2.660000000000000000e+04,5.967000000000000000e+04,8.140000000000000000e+03,4.940000000000000000e+02,6.889600000000000000e+04,1.676000000000000000e+03,1.900900000000000000e+04,3.029000000000000000e+04
1.721680000000000000e+05,1.489945000000000000e+06,2.656200000000000000e+04,5.973800000000000000e+04,8.291000000000000000e+03,3.840000000000000000e+02,6.895700000000000000e+04,1.603000000000000000e+03,1.909700000000000000e+04,3.015200000000000000e+04
1.720510000000000000e+05,1.489954000000000000e+06,2.643200000000000000e+04,5.940700000000000000e+04,8.369000000000000000e+03,4.900000000000000000e+02,6.897600000000000000e+04,1.706000000000000000e+03,1.901100000000000000e+04,3.050100000000000000e+04
1.721680000000000000e+05,1.489945000000000000e+06,2.656200000000000000e+04,5.973800000000000000e+04,8.291000000000000000e+03,3.840000000000000000e+02,6.895700000000000000e+04,1.603000000000000000e+03,1.909700000000000000e+04,3.015200000000000000e+04
1.721330000000000000e+05,1.489975000000000000e+06,2.649500000000000000e+04,5.962900000000000000e+04,8.264000000000000000e+03,4.280000000000000000e+02,6.893500000000000000e+04,1.657000000000000000e+03,1.888100000000000000e+04,3.050000000000000000e+04
1.721680000000000000e+05,1.489954000000000000e+06,2.660000000000000000e+04,5.967100000000000000e+04,8.140000000000000000e+03,4.950000000000000000e+02,6.889500000000000000e+04,1.676000000000000000e+03,1.900600000000000000e+04,3.029200000000000000e+04
1.721680000000000000e+05,1.489954000000000000e+06,2.660000000000000000e+04,5.967100000000000000e+04,8.140000000000000000e+03,4.950000000000000000e+02,6.889200000000000000e+04,1.676000000000000000e+03,1.900900000000000000e+04,3.029200000000000000e+04
1.720500000000000000e+05,1.489925000000000000e+06,2.643200000000000000e+04,5.953800000000000000e+04,8.356000000000000000e+03,3.800000000000000000e+02,6.895700000000000000e+04,1.709000000000000000e+03,1.903500000000000000e+04,3.051500000000000000e+04
1.721680000000000000e+05,1.489954000000000000e+06,2.660000000000000000e+04,5.967000000000000000e+04,8.140000000000000000e+03,4.940000000000000000e+02,6.889600000000000000e+04,1.676000000000000000e+03,1.900900000000000000e+04,3.029000000000000000e+04
1.721680000000000000e+05,1.489954000000000000e+06,2.660100000000000000e+04,5.967100000000000000e+04,8.139000000000000000e+03,4.950000000000000000e+02,6.889500000000000000e+04,1.676000000000000000e+03,1.900600000000000000e+04,3.029200000000000000e+04
1.721680000000000000e+05,1.489988000000000000e+06,2.654600000000000000e+04,5.967100000000000000e+04,8.269000000000000000e+03,4.950000000000000000e+02,6.899800000000000000e+04,1.624000000000000000e+03,1.884300000000000000e+04,3.029500000000000000e+04
1.721680000000000000e+05,1.489945000000000000e+06,2.655600000000000000e+04,5.973800000000000000e+04,8.291000000000000000e+03,3.840000000000000000e+02,6.895700000000000000e+04,1.609000000000000000e+03,1.909700000000000000e+04,3.015200000000000000e+04
1.720470000000000000e+05,1.489805000000000000e+06,2.657200000000000000e+04,5.989600000000000000e+04,8.208000000000000000e+03,4.640000000000000000e+02,6.889600000000000000e+04,1.619000000000000000e+03,1.907700000000000000e+04,3.031300000000000000e+04
1.721680000000000000e+05,1.489954000000000000e+06,2.660000000000000000e+04,5.967100000000000000e+04,8.140000000000000000e+03,4.940000000000000000e+02,6.889800000000000000e+04,1.676000000000000000e+03,1.900600000000000000e+04,3.029000000000000000e+04
1.721330000000000000e+05,1.489975000000000000e+06,2.649500000000000000e+04,5.962900000000000000e+04,8.264000000000000000e+03,4.280000000000000000e+02,6.893500000000000000e+04,1.657000000000000000e+03,1.888100000000000000e+04,3.050000000000000000e+04
1.721680000000000000e+05,1.489988000000000000e+06,2.654600000000000000e+04,5.967100000000000000e+04,8.269000000000000000e+03,4.950000000000000000e+02,6.899800000000000000e+04,1.624000000000000000e+03,1.884300000000000000e+04,3.029500000000000000e+04
1.720490000000000000e+05,1.489945000000000000e+06,2.655200000000000000e+04,5.973300000000000000e+04,8.293000000000000000e+03,3.840000000000000000e+02,6.895700000000000000e+04,1.739000000000000000e+03,1.909700000000000000e+04,3.014800000000000000e+04
1.721680000000000000e+05,1.489954000000000000e+06,2.660000000000000000e+04,5.967100000000000000e+04,8.140000000000000000e+03,4.950000000000000000e+02,6.889200000000000000e+04,1.676000000000000000e+03,1.900900000000000000e+04,3.029200000000000000e+04
1.720500000000000000e+05,1.489925000000000000e+06,2.643200000000000000e+04,5.953800000000000000e+04,8.355000000000000000e+03,3.800000000000000000e+02,6.895900000000000000e+04,1.709000000000000000e+03,1.903500000000000000e+04,3.051400000000000000e+04
1.721680000000000000e+05,1.489954000000000000e+06,2.660000000000000000e+04,5.967100000000000000e+04,8.140000000000000000e+03,4.940000000000000000e+02,6.889800000000000000e+04,1.676000000000000000e+03,1.900600000000000000e+04,3.029000000000000000e+04
1.720500000000000000e+05,1.489925000000000000e+06,2.643200000000000000e+04,5.953800000000000000e+04,8.356000000000000000e+03,3.800000000000000000e+02,6.895700000000000000e+04,1.709000000000000000e+03,1.903500000000000000e+04,3.051500000000000000e+04
1.721680000000000000e+05,1.489945000000000000e+06,2.655600000000000000e+04,5.973800000000000000e+04,8.290000000000000000e+03,3.840000000000000000e+02,6.895900000000000000e+04,1.609000000000000000e+03,1.909700000000000000e+04,3.015100000000000000e+04
1.721680000000000000e+05,1.489954000000000000e+06,2.660000000000000000e+04,5.967100000000000000e+04,8.140000000000000000e+03,4.950000000000000000e+02,6.889500000000000000e+04,1.676000000000000000e+03,1.900600000000000000e+04,3.029200000000000000e+04
1.720500000000000000e+05,1.489961000000000000e+06,2.643200000000000000e+04,5.953800000000000000e+04,8.369000000000000000e+03,4.280000000000000000e+02,6.889800000000000000e+04,1.709000000000000000e+03,1.901100000000000000e+04,3.050100000000000000e+04
1.720500000000000000e+05,1.489925000000000000e+06,2.643200000000000000e+04,5.953800000000000000e+04,8.355000000000000000e+03,3.800000000000000000e+02,6.895900000000000000e+04,1.709000000000000000e+03,1.903500000000000000e+04,3.051400000000000000e+04
1.720500000000000000e+05,1.489925000000000000e+06,2.643200000000000000e+04,5.953800000000000000e+04,8.355000000000000000e+03,3.800000000000000000e+02,6.895900000000000000e+04,1.709000000000000000e+03,1.903500000000000000e+04,3.051400000000000000e+04
1.720500000000000000e+05,1.489925000000000000e+06,2.643200000000000000e+04,5.953800000000000000e+04,8.356000000000000000e+03,3.800000000000000000e+02,6.895700000000000000e+04,1.709000000000000000e+03,1.903500000000000000e+04,3.051500000000000000e+04
1.721680000000000000e+05,1.489954000000000000e+06,2.660000000000000000e+04,5.962600000000000000e+04,8.141000000000000000e+03,4.950000000000000000e+02,6.889500000000000000e+04,1.719000000000000000e+03,1.900700000000000000e+04,3.029200000000000000e+04
1.721680000000000000e+05,1.489954000000000000e+06,2.660000000000000000e+04,5.967000000000000000e+04,8.140000000000000000e+03,4.940000000000000000e+02,6.889600000000000000e+04,1.676000000000000000e+03,1.900900000000000000e+04,3.029000000000000000e+04
1.721680000000000000e+05,1.489945000000000000e+06,2.655600000000000000e+04,5.973800000000000000e+04,8.291000000000000000e+03,3.840000000000000000e+02,6.895700000000000000e+04,1.609000000000000000e+03,1.909700000000000000e+04,3.015200000000000000e+04
1.721680000000000000e+05,1.489954000000000000e+06,2.660100000000000000e+04,5.967100000000000000e+04,8.139000000000000000e+03,4.950000000000000000e+02,6.889500000000000000e+04,1.676000000000000000e+03,1.900600000000000000e+04,3.029200000000000000e+04
1.721680000000000000e+05,1.489988000000000000e+06,2.654600000000000000e+04,5.967100000000000000e+04,8.269000000000000000e+03,4.950000000000000000e+02,6.899800000000000000e+04,1.624000000000000000e+03,1.884300000000000000e+04,3.029500000000000000e+04
1.721680000000000000e+05,1.489988000000000000e+06,2.654800000000000000e+04,5.967100000000000000e+04,8.140000000000000000e+03,4.950000000000000000e+02,6.899900000000000000e+04,1.590000000000000000e+03,1.900600000000000000e+04,3.029200000000000000e+04
1.721680000000000000e+05,1.489954000000000000e+06,2.660000000000000000e+04,5.967000000000000000e+04,8.140000000000000000e+03,4.940000000000000000e+02,6.889600000000000000e+04,1.676000000000000000e+03,1.900900000000000000e+04,3.029000000000000000e+04
1.721680000000000000e+05,1.489954000000000000e+06,2.660000000000000000e+04,5.967100000000000000e+04,8.140000000000000000e+03,4.950000000000000000e+02,6.889500000000000000e+04,1.676000000000000000e+03,1.900600000000000000e+04,3.029200000000000000e+04
1.721680000000000000e+05,1.489954000000000000e+06,2.660000000000000000e+04,5.967100000000000000e+04,8.140000000000000000e+03,4.940000000000000000e+02,6.889500000000000000e+04,1.676000000000000000e+03,1.900600000000000000e+04,3.029300000000000000e+04
1.721680000000000000e+05,1.489988000000000000e+06,2.654600000000000000e+04,5.967100000000000000e+04,8.269000000000000000e+03,4.950000000000000000e+02,6.899800000000000000e+04,1.624000000000000000e+03,1.884300000000000000e+04,3.029500000000000000e+04
1.721680000000000000e+05,1.489958000000000000e+06,2.656000000000000000e+04,5.973800000000000000e+04,8.206000000000000000e+03,4.880000000000000000e+02,6.899300000000000000e+04,1.599000000000000000e+03,1.903500000000000000e+04,3.015200000000000000e+04
1.721680000000000000e+05,1.489954000000000000e+06,2.660000000000000000e+04,5.967100000000000000e+04,8.140000000000000000e+03,4.950000000000000000e+02,6.889200000000000000e+04,1.676000000000000000e+03,1.900900000000000000e+04,3.029200000000000000e+04
1.721680000000000000e+05,1.489987000000000000e+06,2.654700000000000000e+04,5.967100000000000000e+04,8.269000000000000000e+03,4.970000000000000000e+02,6.899800000000000000e+04,1.622000000000000000e+03,1.884300000000000000e+04,3.029500000000000000e+04
1.720500000000000000e+05,1.489961000000000000e+06,2.643200000000000000e+04,5.953800000000000000e+04,8.369000000000000000e+03,4.280000000000000000e+02,6.889800000000000000e+04,1.709000000000000000e+03,1.901100000000000000e+04,3.050100000000000000e+04
1.721330000000000000e+05,1.489976000000000000e+06,2.650800000000000000e+04,5.962500000000000000e+04,8.367000000000000000e+03,4.080000000000000000e+02,6.890000000000000000e+04,1.712000000000000000e+03,1.877900000000000000e+04,3.048900000000000000e+04
1.720500000000000000e+05,1.489961000000000000e+06,2.643200000000000000e+04,5.953800000000000000e+04,8.369000000000000000e+03,4.280000000000000000e+02,6.889800000000000000e+04,1.709000000000000000e+03,1.901100000000000000e+04,3.050100000000000000e+04
1.721330000000000000e+05,1.489975000000000000e+06,2.649500000000000000e+04,5.962900000000000000e+04,8.264000000000000000e+03,4.280000000000000000e+02,6.893500000000000000e+04,1.657000000000000000e+03,1.888100000000000000e+04,3.050000000000000000e+04
1.721680000000000000e+05,1.489945000000000000e+06,2.655600000000000000e+04,5.973800000000000000e+04,8.290000000000000000e+03,3.840000000000000000e+02,6.895900000000000000e+04,1.609000000000000000e+03,1.909700000000000000e+04,3.015100000000000000e+04
1.720500000000000000e+05,1.489925000000000000e+06,2.643200000000000000e+04,5.953800000000000000e+04,8.356000000000000000e+03,3.800000000000000000e+02,6.895700000000000000e+04,1.709000000000000000e+03,1.903500000000000000e+04,3.051500000000000000e+04
1.721680000000000000e+05,1.489954000000000000e+06,2.660000000000000000e+04,5.967000000000000000e+04,8.140000000000000000e+03,4.940000000000000000e+02,6.889600000000000000e+04,1.676000000000000000e+03,1.900900000000000000e+04,3.029000000000000000e+04
1.721680000000000000e+05,1.489945000000000000e+06,2.655600000000000000e+04,5.973800000000000000e+04,8.291000000000000000e+03,3.840000000000000000e+02,6.895700000000000000e+04,1.609000000000000000e+03,1.909700000000000000e+04,3.015200000000000000e+04
1.721670000000000000e+05,1.489992000000000000e+06,2.615600000000000000e+04,5.998800000000000000e+04,8.200000000000000000e+03,4.840000000000000000e+02,6.895500000000000000e+04,1.611000000000000000e+03,1.883400000000000000e+04,3.051000000000000000e+04
1.721680000000000000e+05,1.489988000000000000e+06,2.654600000000000000e+04,5.967100000000000000e+04,8.269000000000000000e+03,4.950000000000000000e+02,6.899800000000000000e+04,1.624000000000000000e+03,1.884300000000000000e+04,3.029500000000000000e+04
1.721680000000000000e+05,1.489954000000000000e+06,2.660000000000000000e+04,5.967100000000000000e+04,8.140000000000000000e+03,4.940000000000000000e+02,6.889800000000000000e+04,1.676000000000000000e+03,1.900600000000000000e+04,3.029000000000000000e+04
1.721680000000000000e+05,1.489945000000000000e+06,2.655600000000000000e+04,5.973800000000000000e+04,8.291000000000000000e+03,3.800000000000000000e+02,6.895700000000000000e+04,1.599000000000000000e+03,1.911100000000000000e+04,3.015200000000000000e+04
1.720510000000000000e+05,1.489954000000000000e+06,2.643200000000000000e+04,5.940700000000000000e+04,8.369000000000000000e+03,4.900000000000000000e+02,6.897600000000000000e+04,1.706000000000000000e+03,1.901100000000000000e+04,3.050100000000000000e+04
1.720470000000000000e+05,1.489805000000000000e+06,2.657200000000000000e+04,5.989600000000000000e+04,8.208000000000000000e+03,4.640000000000000000e+02,6.889600000000000000e+04,1.619000000000000000e+03,1.907700000000000000e+04,3.031300000000000000e+04
1.720500000000000000e+05,1.489925000000000000e+06,2.643200000000000000e+04,5.953800000000000000e+04,8.355000000000000000e+03,3.800000000000000000e+02,6.895900000000000000e+04,1.709000000000000000e+03,1.903500000000000000e+04,3.051400000000000000e+04
1.720470000000000000e+05,1.489805000000000000e+06,2.657200000000000000e+04,5.989600000000000000e+04,8.208000000000000000e+03,4.640000000000000000e+02,6.889600000000000000e+04,1.619000000000000000e+03,1.907700000000000000e+04,3.031300000000000000e+04
1.721680000000000000e+05,1.489987000000000000e+06,2.654700000000000000e+04,5.967100000000000000e+04,8.269000000000000000e+03,4.970000000000000000e+02,6.899800000000000000e+04,1.622000000000000000e+03,1.884300000000000000e+04,3.029500000000000000e+04
